GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4028,CCMCOD,CiC_MinCabOpeningDepth,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4029,CCMCOH,CiC_MinCabOpeningHeight,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4030,CCMCOW,CiC_MinCabOpeningWidth,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4031,CCMCW,CiC_MinCabinetWidth,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4032,CCMXH,CiC_MaXH,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4033,CCMXW,CiC_MaXW,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4034,CCMNH,CiC_MiNH,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4035,CCMNW,CiC_MiNW,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4036,CCMND,CiC_MiND,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4037,CCMXD,CiC_MaXD,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4038,CCPHH,CiC_PanelHoleH,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4039,CCPHW,CiC_PanelHoleW,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4040,CCPHPX,CiC_PanelHolePosX,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4041,CCPHPY,CiC_PanelHolePosY,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4042,CCIOFN,CiC_InsertionOFfsetName,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4043,CCIOFX,CiC_InsertionOFfsetX,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4044,CCIOFY,CiC_InsertionOFfsetY,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4045,CCIOFZ,CiC_InsertionOFfsetZ,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4046,CCIOFP,CiC_InsertionOFfsetPlane,*Cross catalog variable to be used in 2032 system.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4053,FTAG,FeatureTAGs,*Feature type tags for CiC and IS.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4054,OTAG,OptionTAGs,*Option type tags for CiC and IS.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4055,SELR,SELectedRate,"*Variable used to change the default category used for the rate multipliers. 0=Default selection of the record 1=Cabinets and any other item taht is treated as a cabinet (filler, attachments, moldings, toe kicks) 2=Accessories 3=Appliances 4=Countertop"
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4056,CCLNKC,CiC_LINKCode,CiC Link code for an item.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4057,ASOX,ASsemblyOriginX,Used for convertion.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4058,ASOY,ASsemblyOriginY,Used for convertion.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4059,ASOZ,ASsemblyOriginZ,Used for convertion.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4060,CCFSN,CiC_FSName,Feature Split Name for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4061,CCFSLD,CiC_FSLongDescription,Feature Split Long Description for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4063,CCPRC,CiC_PRicingCategory,Pricing category for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4067,CCTAGS,CiC_TAGS,"CiC_Tags holds a list of tag and value. The syntax is ""TagName1=Value1;TagName2=Value2;TagName3=Value3""."
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4070,CCNHC,CiC_NumberHingeCharge,Can set a hinge charge quantity per door from 0 to 10. 0 mean no charge.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4071,CCSCD1,CiC_SlideChargeDrawer1,Used to assign a charge for Drawer Slides on Drawer Box #1.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4072,CCSCD2,CiC_SlideChargeDrawer2,Used to assign a charge for Drawer Slides on Drawer Box #2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4073,CCSCD3,CiC_SlideChargeDrawer3,Used to assign a charge for Drawer Slides on Drawer Box #3.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4074,CCSCD4,CiC_SlideChargeDrawer4,Used to assign a charge for Drawer Slides on Drawer Box #4.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4075,CCSCD5,CiC_SlideChargeDrawer5,Used to assign a charge for Drawer Slides on Drawer Box #5.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4076,CCDBC1,CiC_DrawerBoxCharge1,Used to assign a charge on Drawer Box 1.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4077,CCDBC2,CiC_DrawerBoxCharge2,Used to assign a charge on Drawer Box 2.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4078,CCDBC3,CiC_DrawerBoxCharge3,Used to assign a charge on Drawer Box 3.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4079,CCDBC4,CiC_DrawerBoxCharge4,Used to assign a charge on Drawer Box 4.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4080,CCDBC5,CiC_DrawerBoxCharge5,Used to assign a charge on Drawer Box 5.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4081,CCFLG,CiC_FLaG,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4082,CCQTY,CiC_QuanTitY,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4083,CCUD,CiC_UserDim,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4084,CCPC,CiC_ProductCategory,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4085,CCDT,CiC_DatabaseType,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4086,CCCAS1,CiC_CabAccStyle1,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4087,CCCAS2,CiC_CabAccStyle2,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4088,CCCAS3,CiC_CabAccStyle3,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4089,CCCAS4,CiC_CabAccStyle4,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4090,CCCAS5,CiC_CabAccStyle5,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4091,CCDBA1,CiC_DwrBoxAcc1,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4092,CCDBA2,CiC_DwrBoxAcc2,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4093,CCDBA3,CiC_DwrBoxAcc3,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4094,CCDBA4,CiC_DwrBoxAcc4,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4095,CCDBA5,CiC_DwrBoxAcc5,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4096,CCDBA6,CiC_DwrBoxAcc6,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4097,CCDBA7,CiC_DwrBoxAcc7,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4098,CCDBA8,CiC_DwrBoxAcc8,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4099,CCDBA9,CiC_DwrBoxAcc9,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4100,CCDBS1,CiC_DwrBoxStyle1,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4101,CCDBS2,CiC_DwrBoxStyle2,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4102,CCDBS3,CiC_DwrBoxStyle3,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4103,CCDBS4,CiC_DwrBoxStyle4,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4104,CCDBS5,CiC_DwrBoxStyle5,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4105,CCDBS6,CiC_DwrBoxStyle6,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4106,CCDBS7,CiC_DwrBoxStyle7,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4107,CCDBS8,CiC_DwrBoxStyle8,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4108,CCHDBS,CiC_HidDwrBoxStyle,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4109,CCDA,CiC_DoorAcc,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4110,CCDA2,CiC_DoorAcc2,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4111,CCDA3,CiC_DoorAcc3,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4112,CCDA4,CiC_DoorAcc4,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4113,CCDA5,CiC_DoorAcc5,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4114,CCDAP,CiC_DoorAccPullout,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4115,CCSV,CiC_StyleValance,Used in 2020 Design Database for CiC.
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,4116,CCSV2,CiC_StyleValance2,Used in 2020 Design Database for CiC.
